[NX Daemon Server] - 2024-10-08T03:04:20.297Z - Started listening on: /var/folders/kt/hq5p3tp50zq8337qzf1_8w_m0000gn/T/2e387e4bf9520597c0b6/d.sock
[NX Daemon Server] - 2024-10-08T03:04:20.300Z - [WATCHER]: Subscribed to changes within: /Users/kb/Desktop/project/subject (native)
[NX Daemon Server] - 2024-10-08T03:39:19.570Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:39:19.570Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 82421.
[NX Daemon Server] - 2024-10-08T03:39:20.200Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:39:20.201Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:39:20.201Z - Time taken for 'total for creating and serializing project graph' 0.450999999884516ms
[NX Daemon Server] - 2024-10-08T03:39:29.815Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:39:29.815Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 39887.
[NX Daemon Server] - 2024-10-08T03:39:30.122Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:39:30.122Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:39:30.123Z - Time taken for 'total for creating and serializing project graph' 0.534084000159055ms
[NX Daemon Server] - 2024-10-08T03:40:07.695Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:40:07.696Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 37574.
[NX Daemon Server] - 2024-10-08T03:40:08.022Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:40:08.023Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:40:08.024Z - Time taken for 'total for creating and serializing project graph' 0.681542000034824ms
[NX Daemon Server] - 2024-10-08T03:40:40.327Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:40:40.328Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 80127.
[NX Daemon Server] - 2024-10-08T03:40:41.012Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:40:41.013Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:40:41.013Z - Time taken for 'total for creating and serializing project graph' 0.436708000022918ms
[NX Daemon Server] - 2024-10-08T03:40:48.417Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:40:48.417Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 40394.
[NX Daemon Server] - 2024-10-08T03:40:48.719Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:40:48.719Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:40:48.721Z - Time taken for 'total for creating and serializing project graph' 0.2860419999342412ms
[NX Daemon Server] - 2024-10-08T03:41:26.782Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:41:26.783Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 38064.
[NX Daemon Server] - 2024-10-08T03:41:27.135Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:41:27.136Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:41:27.136Z - Time taken for 'total for creating and serializing project graph' 0.46450000000186265ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:41:38.795Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:41:38.795Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:41:38.795Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 11659.
[NX Daemon Server] - 2024-10-08T03:41:38.795Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:42:01.211Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:42:01.212Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 80199.
[NX Daemon Server] - 2024-10-08T03:42:01.882Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:42:01.883Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:42:01.884Z - Time taken for 'total for creating and serializing project graph' 1.1441669999621809ms
[NX Daemon Server] - 2024-10-08T03:42:06.083Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:42:06.415Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:42:06.415Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:42:06.699Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:42:06.700Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:42:06.700Z - Time taken for 'total for creating and serializing project graph' 0.42508399998769164ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:42:11.117Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:42:11.117Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:42:11.117Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 4417.
[NX Daemon Server] - 2024-10-08T03:42:11.118Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:42:17.045Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:42:17.347Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:42:17.347Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:42:17.663Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:42:17.664Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:42:17.665Z - Time taken for 'total for creating and serializing project graph' 0.6050829999148846ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:42:21.982Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:42:21.982Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:42:21.982Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 4318.
[NX Daemon Server] - 2024-10-08T03:42:21.982Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:42:39.429Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:42:39.816Z - Established a connection. Number of open connections: 17
[NX Daemon Server] - 2024-10-08T03:42:39.817Z - Closed a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:42:40.155Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:42:40.155Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:42:40.157Z - Time taken for 'total for creating and serializing project graph' 0.23891700012609363ms
[NX Daemon Server] - 2024-10-08T03:43:20.446Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:43:20.447Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 40292.
[NX Daemon Server] - 2024-10-08T03:43:20.782Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:43:20.782Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:43:20.783Z - Time taken for 'total for creating and serializing project graph' 0.2491669999435544ms
[NX Daemon Server] - 2024-10-08T03:43:24.079Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:43:24.079Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 82196.
[NX Daemon Server] - 2024-10-08T03:43:24.735Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:43:24.736Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:43:24.737Z - Time taken for 'total for creating and serializing project graph' 0.5255830001551658ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:43:44.391Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:43:44.391Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:43:44.391Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 23609.
[NX Daemon Server] - 2024-10-08T03:43:44.392Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:44:11.026Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:44:11.325Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:44:11.325Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:44:11.662Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:44:11.663Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:44:11.664Z - Time taken for 'total for creating and serializing project graph' 0.2598330001346767ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:44:26.095Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:44:26.095Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:44:26.095Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 14432.
[NX Daemon Server] - 2024-10-08T03:44:26.095Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:44:45.954Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:44:45.954Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 81218.
[NX Daemon Server] - 2024-10-08T03:44:46.567Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:44:46.567Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:44:46.568Z - Time taken for 'total for creating and serializing project graph' 0.28320900024846196ms
[NX Daemon Server] - 2024-10-08T03:44:52.551Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:44:52.870Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:44:52.871Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:44:53.162Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:44:53.162Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:44:53.163Z - Time taken for 'total for creating and serializing project graph' 0.24579099984839559ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:45:16.869Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:45:16.869Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:45:16.870Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 23708.
[NX Daemon Server] - 2024-10-08T03:45:16.870Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:45:45.225Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:45:45.548Z - Established a connection. Number of open connections: 17
[NX Daemon Server] - 2024-10-08T03:45:45.549Z - Closed a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:45:45.858Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:45:45.858Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:45:45.859Z - Time taken for 'total for creating and serializing project graph' 0.25575000001117587ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:45:59.754Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:45:59.754Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:45:59.754Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 13896.
[NX Daemon Server] - 2024-10-08T03:45:59.755Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:46:08.287Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:46:08.287Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 81720.
[NX Daemon Server] - 2024-10-08T03:46:08.911Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:46:08.912Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:46:08.913Z - Time taken for 'total for creating and serializing project graph' 0.4968750001862645ms
[NX Daemon Server] - 2024-10-08T03:46:25.590Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:46:25.877Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:46:25.877Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:46:26.191Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:46:26.191Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:46:26.192Z - Time taken for 'total for creating and serializing project graph' 0.4917500000447035ms
[NX Daemon Server] - 2024-10-08T03:47:07.904Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:47:07.904Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 41713.
[NX Daemon Server] - 2024-10-08T03:47:08.221Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:47:08.221Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:47:08.222Z - Time taken for 'total for creating and serializing project graph' 0.45595799991860986ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:47:18.554Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:47:18.554Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:47:18.554Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 10333.
[NX Daemon Server] - 2024-10-08T03:47:18.554Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:47:29.124Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:47:29.124Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 80212.
[NX Daemon Server] - 2024-10-08T03:47:29.735Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:47:29.735Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:47:29.736Z - Time taken for 'total for creating and serializing project graph' 0.4325410001911223ms
[NX Daemon Server] - 2024-10-08T03:47:45.028Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:47:45.356Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:47:45.356Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:47:45.639Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:47:45.639Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:47:45.643Z - Time taken for 'total for creating and serializing project graph' 0.26783299958333373ms
[NX Daemon Server] - 2024-10-08T03:48:24.640Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:48:24.642Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 39003.
[NX Daemon Server] - 2024-10-08T03:48:24.958Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:48:24.958Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:48:24.960Z - Time taken for 'total for creating and serializing project graph' 0.23841700004413724ms
[NX Daemon Server] - 2024-10-08T03:48:46.727Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:48:46.727Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 76992.
[NX Daemon Server] - 2024-10-08T03:48:47.348Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:48:47.348Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:48:47.350Z - Time taken for 'total for creating and serializing project graph' 0.5331250000745058ms
[NX Daemon Server] - 2024-10-08T03:49:03.338Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:49:03.338Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 38380.
[NX Daemon Server] - 2024-10-08T03:49:03.653Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:49:03.653Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:49:03.653Z - Time taken for 'total for creating and serializing project graph' 0.3023749999701977ms
[NX Daemon Server] - 2024-10-08T03:49:41.876Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:49:41.876Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 38223.
[NX Daemon Server] - 2024-10-08T03:49:42.160Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:49:42.161Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:49:42.162Z - Time taken for 'total for creating and serializing project graph' 0.2539579998701811ms
[NX Daemon Server] - 2024-10-08T03:50:04.789Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:50:04.790Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 77442.
[NX Daemon Server] - 2024-10-08T03:50:05.438Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:50:05.439Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:50:05.440Z - Time taken for 'total for creating and serializing project graph' 0.4399580000899732ms
[NX Daemon Server] - 2024-10-08T03:50:21.752Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:50:21.752Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 39591.
[NX Daemon Server] - 2024-10-08T03:50:22.087Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:50:22.088Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:50:22.088Z - Time taken for 'total for creating and serializing project graph' 0.4355840003117919ms
[NX Daemon Server] - 2024-10-08T03:51:02.074Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:51:02.074Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 39987.
[NX Daemon Server] - 2024-10-08T03:51:02.385Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:51:02.386Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:51:02.386Z - Time taken for 'total for creating and serializing project graph' 0.2824160000309348ms
[NX Daemon Server] - 2024-10-08T03:51:24.367Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:51:24.367Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 78928.
[NX Daemon Server] - 2024-10-08T03:51:24.963Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:51:24.964Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:51:24.964Z - Time taken for 'total for creating and serializing project graph' 0.28062500013038516ms
[NX Daemon Server] - 2024-10-08T03:51:41.902Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:51:41.902Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 39516.
[NX Daemon Server] - 2024-10-08T03:51:42.198Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:51:42.198Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:51:42.199Z - Time taken for 'total for creating and serializing project graph' 0.5003749998286366ms
[NX Daemon Server] - 2024-10-08T03:52:21.524Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:52:21.524Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 39326.
[NX Daemon Server] - 2024-10-08T03:52:21.895Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:52:21.895Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:52:21.896Z - Time taken for 'total for creating and serializing project graph' 0.29583400022238493ms
[NX Daemon Server] - 2024-10-08T03:52:45.099Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:52:45.099Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 80135.
[NX Daemon Server] - 2024-10-08T03:52:45.718Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:52:45.718Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:52:45.719Z - Time taken for 'total for creating and serializing project graph' 0.6305419998243451ms
[NX Daemon Server] - 2024-10-08T03:53:01.774Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:53:01.774Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 39879.
[NX Daemon Server] - 2024-10-08T03:53:02.089Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:53:02.090Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:53:02.091Z - Time taken for 'total for creating and serializing project graph' 0.25720900017768145ms
[NX Daemon Server] - 2024-10-08T03:53:40.656Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:53:40.656Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 38566.
[NX Daemon Server] - 2024-10-08T03:53:40.968Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:53:40.969Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:53:40.970Z - Time taken for 'total for creating and serializing project graph' 0.9455409999936819ms
[NX Daemon Server] - 2024-10-08T03:54:02.164Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:54:02.164Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 76446.
[NX Daemon Server] - 2024-10-08T03:54:02.774Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:54:02.775Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:54:02.776Z - Time taken for 'total for creating and serializing project graph' 0.5666249999776483ms
[NX Daemon Server] - 2024-10-08T03:54:18.316Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:54:18.316Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 37347.
[NX Daemon Server] - 2024-10-08T03:54:18.645Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:54:18.646Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:54:18.647Z - Time taken for 'total for creating and serializing project graph' 1.195084000006318ms
[NX Daemon Server] - 2024-10-08T03:54:56.278Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:54:56.278Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 37632.
[NX Daemon Server] - 2024-10-08T03:54:56.592Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:54:56.593Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:54:56.594Z - Time taken for 'total for creating and serializing project graph' 0.7596249999478459ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:55:09.743Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:55:09.743Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:55:09.743Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 13150.
[NX Daemon Server] - 2024-10-08T03:55:09.743Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:55:18.134Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:55:18.134Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 75359.
[NX Daemon Server] - 2024-10-08T03:55:18.732Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:55:18.732Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:55:18.734Z - Time taken for 'total for creating and serializing project graph' 0.5201250002719462ms
[NX Daemon Server] - 2024-10-08T03:55:35.385Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:55:35.680Z - Established a connection. Number of open connections: 17
[NX Daemon Server] - 2024-10-08T03:55:35.680Z - Closed a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:55:35.996Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:55:35.996Z - [REQUEST]: Responding to the client. project-graph
